sequenceID	locus_name	locus_numeric_id	record_id	organism	Species	Group	Class	Superorder	Order	host_family	host_genus	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	locus_structure	sequence_length
Neomonachus_schauinslandi_17415	ecv-circo.51-carnivora	51	2416	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007741.1	-	17415	18152	Rep-consensus[Carnivore-endogenous-circovirus(-)]	738
Ailuropoda_melanoleuca_429570	ecv-circo.51-carnivora	51	1394	Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL193915.1	-	429570	429948	Rep[Silurus-glanis-circovirus(-)]	379
Ailuropoda_melanoleuca_8	ecv-circo.51-carnivora	51	1438	Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL192368.1	-	8	445	Rep-consensus[Carnivore-endogenous-circovirus(-)]	438
Ailuropoda_melanoleuca_5136	ecv-circo.51-carnivora	51	1907	Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL193365.1	-	5136	5773	Rep-consensus[Carnivore-endogenous-circovirus(-)]	638
Ailuropoda_melanoleuca_113604	ecv-circo.51-carnivora	51	1918	Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL193092.1	-	113604	114414	Rep-consensus[Carnivore-endogenous-circovirus(-)]	811
Ailuropoda_melanoleuca_282219	ecv-circo.51-carnivora	51	1994	Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL192663.1	+	282219	282642	Rep-consensus[Carnivore-endogenous-circovirus(+)]	424
Ailuropoda_melanoleuca_231007	ecv-circo.51-carnivora	51	2148	Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL193438.1	+	231007	231111	Rep[Human-cyclovirus(+)]	105
Ailuropoda_melanoleuca_16	ecv-circo.51-carnivora	51	2169	Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL197372.1	+	16	768	Rep-consensus[Carnivore-endogenous-circovirus(+)]	753
Ailuropoda_melanoleuca_105556	ecv-circo.51-carnivora	51	2300	Ailuropoda_melanoleuca	Ailuropoda melanoleuca	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL192665.1	-	105556	105822	Rep-consensus[Carnivore-endogenous-circovirus(-)]	267
Ursus_americanus_61965	ecv-circo.51-carnivora	51	1311	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01006857.1	+	61965	62715	Rep-consensus[Carnivore-endogenous-circovirus(+)]	751
Ursus_americanus_2396	ecv-circo.51-carnivora	51	1576	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01062453.1	+	2396	2713	Rep[Anguilla-anguilla-circovirus(+)]	318
Ursus_americanus_3234	ecv-circo.51-carnivora	51	1627	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01004816.1	-	3234	3347	Rep[Human-cyclovirus(-)]	114
Ursus_americanus_7723	ecv-circo.51-carnivora	51	1640	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01006701.1	-	7723	8522	Rep-consensus[Carnivore-endogenous-circovirus(-)]	800
Ursus_americanus_124788	ecv-circo.51-carnivora	51	1708	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01005177.1	+	124788	125610	Rep-consensus[Carnivore-endogenous-circovirus(+)]	823
Ursus_americanus_172390	ecv-circo.51-carnivora	51	1752	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01005263.1	+	172390	172641	Rep-consensus[Carnivore-endogenous-circovirus(+)]	252
Ursus_americanus_117796	ecv-circo.51-carnivora	51	1817	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01008442.1	+	117796	118412	Rep-consensus[Carnivore-endogenous-circovirus(+)]	617
Ursus_americanus_36270	ecv-circo.51-carnivora	51	1818	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01000537.1	-	36270	37080	Rep-consensus[Carnivore-endogenous-circovirus(-)]	811
Ursus_americanus_26	ecv-circo.51-carnivora	51	1844	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01032763.1	+	26	619	Rep-consensus[Carnivore-endogenous-circovirus(+)]	594
Ursus_americanus_85093	ecv-circo.51-carnivora	51	1894	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01006748.1	+	85093	85479	Rep-consensus[Carnivore-endogenous-circovirus(+)]	387
Ursus_americanus_11901	ecv-circo.51-carnivora	51	1896	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01024808.1	+	11901	13003	Rep-consensus[Carnivore-endogenous-circovirus(+)]	1103
Ursus_americanus_185493	ecv-circo.51-carnivora	51	2111	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01006512.1	+	185493	185744	Rep-consensus[Carnivore-endogenous-circovirus(+)]	252
Ursus_americanus_9982	ecv-circo.51-carnivora	51	2284	Ursus_americanus	Ursus americanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01031976.1	-	9982	10089	Rep[Anguilla-anguilla-circovirus(-)]	108
Ursus_arctos_horribilis_8508074	ecv-circo.51-carnivora	51	1550	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656188.1	+	8508074	8508325	Rep-consensus[Carnivore-endogenous-circovirus(+)]	252
Ursus_arctos_horribilis_33344720	ecv-circo.51-carnivora	51	1615	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656123.1	+	33344720	33344833	Rep[Human-cyclovirus(+)]	114
Ursus_arctos_horribilis_9202300	ecv-circo.51-carnivora	51	1764	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656122.1	+	9202300	9203110	Rep-consensus[Carnivore-endogenous-circovirus(+)]	811
Ursus_arctos_horribilis_14958580	ecv-circo.51-carnivora	51	1915	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656144.1	-	14958580	14959419	Rep-consensus[Carnivore-endogenous-circovirus(-)]	840
Ursus_arctos_horribilis_2651328	ecv-circo.51-carnivora	51	1978	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656201.1	+	2651328	2652127	Rep-consensus[Carnivore-endogenous-circovirus(+)]	800
Ursus_arctos_horribilis_1554450	ecv-circo.51-carnivora	51	2093	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656233.1	+	1554450	1555072	Rep-consensus[Carnivore-endogenous-circovirus(+)]	623
Ursus_arctos_horribilis_5846	ecv-circo.51-carnivora	51	2211	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656275.1	-	5846	5956	Rep[Anguilla-anguilla-circovirus(-)]	111
Ursus_arctos_horribilis_10640294	ecv-circo.51-carnivora	51	2388	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656181.1	+	10640294	10641047	Rep-consensus[Carnivore-endogenous-circovirus(+)]	754
Ursus_arctos_horribilis_45158335	ecv-circo.51-carnivora	51	2410	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656132.1	-	45158335	45158538	Rep-consensus[Carnivore-endogenous-circovirus(-)]	204
Ursus_arctos_horribilis_16541	ecv-circo.51-carnivora	51	2452	Ursus_arctos_horribilis	Ursus arctos horribilis	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656178.1	-	16541	17575	Rep-consensus[Carnivore-endogenous-circovirus(-)]	1035
Ursus_maritimus_16054	ecv-circo.51-carnivora	51	1543	Ursus_maritimus	Ursus maritimus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359632|ref|NW_007907207.1|	-	16054	17088	Rep-consensus[Carnivore-endogenous-circovirus(-)]	1035
Ursus_maritimus_9197288	ecv-circo.51-carnivora	51	1639	Ursus_maritimus	Ursus maritimus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359624|ref|NW_007907215.1|	+	9197288	9198080	Rep-consensus[Carnivore-endogenous-circovirus(+)]	793
Ursus_maritimus_12710	ecv-circo.51-carnivora	51	1714	Ursus_maritimus	Ursus maritimus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359748|ref|NW_007907092.1|	-	12710	13528	Rep-consensus[Carnivore-endogenous-circovirus(-)]	819
Ursus_maritimus_2575819	ecv-circo.51-carnivora	51	1795	Ursus_maritimus	Ursus maritimus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359689|ref|NW_007907151.1|	+	2575819	2576549	Rep-consensus[Carnivore-endogenous-circovirus(+)]	731
Ursus_maritimus_16994319	ecv-circo.51-carnivora	51	1821	Ursus_maritimus	Ursus maritimus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359784|ref|NW_007907056.1|	-	16994319	16994522	Rep-consensus[Carnivore-endogenous-circovirus(-)]	204
Ursus_maritimus_4182	ecv-circo.51-carnivora	51	2170	Ursus_maritimus	Ursus maritimus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359579|ref|NW_007907260.1|	-	4182	5021	Rep-consensus[Carnivore-endogenous-circovirus(-)]	840
Ursus_maritimus_43717048	ecv-circo.51-carnivora	51	2223	Ursus_maritimus	Ursus maritimus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359660|ref|NW_007907179.1|	-	43717048	43717164	Rep[Human-cyclovirus(-)]	117
Ursus_maritimus_14501	ecv-circo.51-carnivora	51	2310	Ursus_maritimus	Ursus maritimus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359788|ref|NW_007907052.1|	-	14501	15123	Rep-consensus[Carnivore-endogenous-circovirus(-)]	623
Ursus_thibetanus_thibetanus_3105	ecv-circo.51-carnivora	51	1327	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01005156.1	+	3105	3855	Rep-consensus[Carnivore-endogenous-circovirus(+)]	751
Ursus_thibetanus_thibetanus_9102472	ecv-circo.51-carnivora	51	1402	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000076.1	+	9102472	9102723	Rep-consensus[Carnivore-endogenous-circovirus(+)]	252
Ursus_thibetanus_thibetanus_50032938	ecv-circo.51-carnivora	51	1412	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000005.1	-	50032938	50033746	Rep-consensus[Carnivore-endogenous-circovirus(-)]	809
Ursus_thibetanus_thibetanus_11423043	ecv-circo.51-carnivora	51	1447	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000064.1	+	11423043	11424077	Rep-consensus[Carnivore-endogenous-circovirus(+)]	1035
Ursus_thibetanus_thibetanus_2930	ecv-circo.51-carnivora	51	1451	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000001.1	-	2930	3552	Rep-consensus[Carnivore-endogenous-circovirus(-)]	623
Ursus_thibetanus_thibetanus_1466	ecv-circo.51-carnivora	51	1508	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01007603.1	+	1466	2305	Rep-consensus[Carnivore-endogenous-circovirus(+)]	840
Ursus_thibetanus_thibetanus_6478300	ecv-circo.51-carnivora	51	1980	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000091.1	+	6478300	6479003	Rep-consensus[Carnivore-endogenous-circovirus(+)]	704
Ursus_thibetanus_thibetanus_6234724	ecv-circo.51-carnivora	51	2021	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000095.1	+	6234724	6235606	Rep-consensus[Carnivore-endogenous-circovirus(+)]	883
Ursus_thibetanus_thibetanus_2984893	ecv-circo.51-carnivora	51	2096	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000016.1	-	2984893	2985006	Rep[Human-cyclovirus(-)]	114
Ursus_thibetanus_thibetanus_2632988	ecv-circo.51-carnivora	51	2250	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000039.1	+	2632988	2633766	Rep-consensus[Carnivore-endogenous-circovirus(+)]	779
Ursus_thibetanus_thibetanus_19689344	ecv-circo.51-carnivora	51	2462	Ursus_thibetanus_thibetanus	Ursus thibetanus thibetanus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000003.1	+	19689344	19689547	Rep-consensus[Carnivore-endogenous-circovirus(+)]	204
Paradoxurus_hermaphroditus_2151	ecv-circo.51-carnivora	51	1582	Paradoxurus_hermaphroditus	Paradoxurus hermaphroditus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Viverridae	Paradoxurus	low_coverage	ParHer_v1_BIUU	GCA_004024585.1_ParHer_v1_BIUU_genomic.fna	PITB01030644.1	-	2151	2645	Rep-consensus[Carnivore-endogenous-circovirus(-)]	495
Sarcophilus_harrisii_789844	ecv-circo.90-dasyuridae	90	1523	Sarcophilus_harrisii	Sarcophilus harrisii	Vertebrates	Mammalia	Unclassified	Dasyuromorphia	Dasyuridae	Sarcophilus	complete	goldenpath_sarHar1	sarHar1.fa_1.fa	chr1_GL834412_random	-	789844	790341	Rep[Mink-circovirus(-)]	498
Galeopterus_variegatus_188	ecv-circo.57-galeopterus-con	57	1643	Galeopterus_variegatus	Galeopterus variegatus	Vertebrates	Mammalia	Euarchontoglires	Dermoptera	Cynocephalidae	Galeopterus	low_coverage	G-variegatus_3.0.2_apr_2015	unplaced.scaf.fa	JMZW01452130.1	+	188	685	Rep[Silurus-glanis-circovirus(+)]	498
Galeopterus_variegatus_5841	ecv-circo.57-galeopterus-con	57	2285	Galeopterus_variegatus	Galeopterus variegatus	Vertebrates	Mammalia	Euarchontoglires	Dermoptera	Cynocephalidae	Galeopterus	low_coverage	G-variegatus_3.0.2_apr_2015	unplaced.scaf.fa	KL179327.1	-	5841	5996	Rep[Starling-circovirus(-)]	156
Monodelphis_domestica_262232423	ecv-circo.92-monodelphis	92	2092	Monodelphis_domestica	Monodelphis domestica	Vertebrates	Mammalia	Unclassified	Didelphimorphia	Didelphidae	Monodelphis	complete	goldenpath_monDom5	chr3.fa	chr3	-	262232423	262233260	Rep[Canine-circovirus(-)]	838
Phascolarctos_cinereus_124092	ecv-circo.91-phascolarctos	91	1774	Phascolarctos_cinereus	Phascolarctos cinereus	Vertebrates	Mammalia	Unclassified	Diprotodontia	Phascolarctidae	Phascolarctos	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	phaCin_unsw_v4.1.fa.scaf00195	-	124092	124397	Rep[Beak-and-feather-disease-virus(-)]	306
Crocidura_indochinensis_5199	ecv-circo.58-crocidura	58	1800	Crocidura_indochinensis	Crocidura indochinensis	Vertebrates	Mammalia	Laurasiatheria	Insectivora	Soricidae	Crocidura	low_coverage	CroInd_v1_BIUU	GCA_004027635.1_CroInd_v1_BIUU_genomic.fna	PVKC010093794.1	+	5199	5318	Rep[Mink-circovirus(+)]	120
Manis_javanica_164010	ecv-circo.56-manis-con	56	2304	Manis_javanica	Manis javanica	Vertebrates	Mammalia	Laurasiatheria	Pholidota	Manidae	Manis	low_coverage	ManJav1.0	GCF_001685135.1_ManJav1.0_genomic.fna	NW_016530398.1	-	164010	164162	Rep[Cyclovirus-ZM36a(-)]	153
Manis_pentadactyla_176732	ecv-circo.56-manis-con	56	2212	Manis_pentadactyla	Manis pentadactyla	Vertebrates	Mammalia	Laurasiatheria	Pholidota	Manidae	Manis	low_coverage	GCA_000738955.1	M_pentadactyla-1.1.1_genomic.fa	KN008017.1	-	176732	176869	Rep[Cyclovirus-ZM36a(-)]	138
Manis_tricuspis_52264	ecv-circo.56-manis-con	56	1964	Manis_tricuspis	Manis tricuspis	Vertebrates	Mammalia	Laurasiatheria	Pholidota	Manidae	Manis	low_coverage	ManTri_v1_BIUU	GCA_004765945.1_ManTri_v1_BIUU_genomic.fna	SOZM010005357.1	+	52264	52419	Rep[Barbel-circovirus(+)]	156
Choloepus_hoffmanni_3131	ecv-circo.66-choloepus	66	1597	Choloepus_hoffmanni	Choloepus hoffmanni	Vertebrates	Mammalia	Xenarthra	Pilosa	Megalonychidae	Choloepus	complete	goldenpath_choHof1	choHof1.fa	scaffold_136360	+	3131	3346	capsid[Porcine-circovirus-2(+)]	216
Choloepus_hoffmanni_2923	ecv-circo.66-choloepus	66	2143	Choloepus_hoffmanni	Choloepus hoffmanni	Vertebrates	Mammalia	Xenarthra	Pilosa	Megalonychidae	Choloepus	complete	goldenpath_choHof1	choHof1.fa	scaffold_246256	+	2923	3138	capsid[Porcine-circovirus-2(+)]	216
Saguinus_imperator_8315	ecv-circo.54-sanguinus	54	1661	Saguinus_imperator	Saguinus imperator	Vertebrates	Mammalia	Euarchontoglires	Primates	Cebidae	Saguinus	low_coverage	SagImp_v1_BIUU	GCA_004024885.1_SagImp_v1_BIUU_genomic.fna	PVHO010039749.1	+	8315	11280	Rep[Canine-circovirus(+)]	2966
Saguinus_imperator_18396	ecv-circo.54-sanguinus	54	1687	Saguinus_imperator	Saguinus imperator	Vertebrates	Mammalia	Euarchontoglires	Primates	Cebidae	Saguinus	low_coverage	SagImp_v1_BIUU	GCA_004024885.1_SagImp_v1_BIUU_genomic.fna	PVHO010029863.1	-	18396	18713	putative-capsid[Canine-circovirus(-)]	318
Saguinus_imperator_3529	ecv-circo.54-sanguinus	54	1707	Saguinus_imperator	Saguinus imperator	Vertebrates	Mammalia	Euarchontoglires	Primates	Cebidae	Saguinus	low_coverage	SagImp_v1_BIUU	GCA_004024885.1_SagImp_v1_BIUU_genomic.fna	PVHO010053942.1	+	3529	3855	putative-capsid[Canine-circovirus(+)]	327
Saguinus_imperator_2486	ecv-circo.54-sanguinus	54	2312	Saguinus_imperator	Saguinus imperator	Vertebrates	Mammalia	Euarchontoglires	Primates	Cebidae	Saguinus	low_coverage	SagImp_v1_BIUU	GCA_004024885.1_SagImp_v1_BIUU_genomic.fna	PVHO010054989.1	-	2486	2857	putative-capsid[Canine-circovirus(-)]	372
Heterocephalus_glaber_40008840	ecv-circo.55-heterocephalus	55	1589	Heterocephalus_glaber	Heterocephalus glaber	Vertebrates	Mammalia	Euarchontoglires	Rodentia	Bathyergidae	Heterocephalus	low_coverage	goldenpath_hetGla2	hetGla2.fa_1.fa	JH602046	-	40008840	40009001	Rep[Porcine-circovirus-2(-)]	162
Mus_caroli_46569511	ecv-circo.53-mus_caroli	53	1381	Mus_caroli	Mus caroli	Vertebrates	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	low_coverage	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	chr19	-	46569511	46570050	Rep[Canine-circovirus(-)]	540
Pedetes_capensis_8158	ecv-circo.63-pedetes	63	2468	Pedetes_capensis	Pedetes capensis	Vertebrates	Mammalia	Euarchontoglires	Rodentia	Pedetidae	Pedetes	low_coverage	PedCap_v1_BIUU	GCA_007922755.1_PedCap_v1_BIUU_genomic.fna	VMDO01039965.1	+	8158	8463	Rep[Canine-circovirus(+)]	306
Nannospalax_galili_153911	ecv-circo.65-nannospalax	65	1684	Nannospalax_galili	Nannospalax galili	Vertebrates	Mammalia	Euarchontoglires	Rodentia	Spalacidae	Nannospalax	low_coverage	S.galili_v1.0	1026970_ref_S.galili_v1.0_chrUn.fa	gi|671658033|ref|NW_008352334.1|	+	153911	154324	putative-capsid[Canine-circovirus(+)]	414
